complaint_id,complaint_text,category,sentiment,priority,language_ratio
CMP005807,"dear team, login ke time server error aa raha hai fir bhi chat support me sirf bot hi bot hai, koi live agent nahi order no 540900 ab kya karu",Account/Login,Negative,High,40% Hindi / 60% English
CMP005808,"plz help, return approve karne me itna time kyu lag rha h but delivery boy ne call bhi nahi kiya hope you understnd!!",Return,Negative,Critical,65% Hindi / 35% English
CMP005809,"team, app 4.0.9 pe baar baar crash ho rha h lekin kisi ne update dene ki bhi zarurat nahi samjhi 499 rupaye ka order tha tracking id TRK8646408 isko seriously lo!!",App Bug,Negative,Medium,25% Hindi / 75% English
CMP005810,"dear team, support team issue samajh hi nahi rahi but parcel ka status 48 ghante se same hai order no 905419 very disappointing??",Customer Support,Negative,Medium,70% Hindi / 30% English
CMP005811,"plz help, mujhe Ranchi se order kiya tha seller ne misleading photo dala tha tracking id TRK8933760 thanks but no thanks",Seller Complaint,Negative,Critical,50% Hindi / 50% English
CMP005812,difference amount pay kiya fir bhi exchange process stuck h 💔 very disappointing,Exchange,Negative,Medium,60% Hindi / 40% English
CMP005813,image preview freeze ho jati hai 1499 rupaye ka order tha plz expedite,App Performance,Negative,High,25% Hindi / 75% English
CMP005814,"urgent, mujhe Surat se order kiya tha search results bilkul random aa rahe hain and mera time aur paisa dono waste hua order no 933939 😭 isko seriously lo",Search/Filter,Negative,Medium,35% Hindi / 65% English
CMP005815,"plz help, offer page pe cashback dikhaya aur baad me gayab but details me bola tha original quality, par aisa laga local copy h hope you understaur!!",Cashback,Negative,Low,55% Hindi / 45% English
CMP005816,"dear team, app frequently lag kar rahi hai still delivery boy ne call bhi nahi kiya tracking id TRK3690649 thanks but no thanks",App Performance,Negative,Medium,30% Hindi / 70% English
CMP005817,"hello, return pickup 2 baar reschedule hui but chat support me sirf bot hi bot hai, koi live agent nahi need immediate help??",Return Pickup,Negative,Critical,55% Hindi / 45% English
CMP005818,"plz  look into, courier wale baar baar reschedule kar rahe h still mera time aur paisa dono waste hua 1499 rupaye ka order tha order no 970641 🤦 waiting for reply!!",Delivery Delay,Negative,High,60% Hindi / 40% English
CMP005819,"courier staff ne wrong address bolke return mark kar diya fir bhi chat support me sirf bot hi bot hai, koi live agent nahi plzz resolve this",Courier Experience,Negative,High,60% Hindi / 40% English
CMP005820,"urgent,  cashback promise hua tha but credit nahi hua and delivery boy ne call bhi nahi kiya tracking id TRK6504505 waiting for reply",Cashback,Negative,Low,55% Hindi / 45% English
CMP005821,"urgent, sort by price work nahi kar raha order no 227549 😑 jaldi fix kro",Search/Filter,Negative,Medium,35% Hindi / 65% English
CMP005822,"hello, box open tha aur andar item tootahua/ टूटa hua mila still maine 2 baar complaint raise kiya but same canned reply mil rha h please expedite??",Damaged Product,Negative,High,60% Hindi / 40% English
CMP005823,"bhai, mujhe Raipur se order kiya tha bottle leak ho rahi thi aur sab gaura ho gaya order no 324849 thanks but no thanks",Damaged Product,Negative,Critical,60% Hindi / 40% English
CMP005824,"urgent, packaging bahut poor thi aur inner box crushed tha plzz resolve this??",Packaging,Negative,Low,65% Hindi / 35% English
CMP005825,"hello,  mujhe Delhi se order kiya tha email verify nahi ho raha 3499 rupaye ka order tha order no 181464 need immediate help",Account/Login,Negative,Medium,40% Hindi / 60% English
CMP005826,"plz help, pickup slot aaya but rider ne cancel kar diya fir bhi delivery boy ne call bhi nahi kiya order no 989324 😭 thanks but no thanks",Return Pickup,Negative,Critical,60% Hindi / 40% English
CMP005827,"customer care par call kiya but koi response nahi tab bhi chat support me sirf bot hi bot hai, koi live agent nahi order no 297003 waiting for reply",Customer Support,Negative,Medium,70% Hindi / 30% English
CMP005828,"bhai, mujhe Bhopal se order kiya tha delivery partner ka status confuse kar rha h still parcel ka status 48 ghate se same hai hope you understaur",Tracking Issue,Negative,Medium,60% Hindi / 40% English
CMP005829,"urgent, size selected hamesha sold out bol deta h thanks but no thanks?",Stock Issue,Negative,Medium,35% Hindi / 65% English
CMP005830,"yrr, size M ke jagah galat size bhej diya please expedite...",Wrong Product,Negative,Medium,45% Hindi / 55% English
CMP005831,fake assurance di ki original product hai lekin parcel ka status 48 ghante se same hai 2499 rupaye ka order tha need immediate help,Seller Complaint,Negative,High,50% Hindi / 50% English
CMP005832,"kindly  check, mujhe Gurgaon se order kiya tha refund 499 ka promise kiya tha but abhi tak nahi aaya 499 rupaye ka order tha 🥲 isko seriously lo",Refund,Negative,Critical,55% Hindi / 45% English
CMP005833,"sir, app to chal rhi h but service quality weak hai aur parcel ka status 48 ghante se same hai order no 738735 ab kya karu",Other,Negative,Medium,50% Hindi / 50% English
CMP005834,"madam, app very slow hai especially checkout pe aur kisi ne update dene ki bhi zarurat nahi samjhi 999 rupaye ka order tha thanks but no thanks",App Performance,Negative,Medium,25% Hindi / 75% English
CMP005835,coupon  lagate hi page freeze ho jata h isko seriously lo,App Bug,Negative,Critical,25% Hindi / 75% English
CMP005836,"bhai, same tracking number pe multiple parcels dikh rahe hain ⚠️ need immediate help",Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP005837,"bhai, search results bilkul random aa rahe hain order no 858083 💔 ab kya karu",Search/Filter,Negative,Medium,35% Hindi / 65% English
CMP005838,"sir, refund 799 ka promise kiya tha but abhi tak nahi aaya still maine 2 baar complaint raise kiya but same canned reply mil rha h 🥲 ab kya karu!",Refund,Negative,High,65% Hindi / 35% English
CMP005839,"hello,  tiket T93510 raie kiya but koi human agent connect nahi hua plzz resollve this!!",Customer Support,Negative,High,70% Hindi / 30% English
CMP005840,"hello, wishlist me add to ho gaya but sync nahi hua tab bhi kisi ne upate dene ki bhi zarurat nahi samjhi 😒 isko seriously lo?",Wishlist,Neutral,Low,50% Hindi / 50% English
CMP005841,"urgent, parcels haurle bahut rough tarike se hote h 499 rupaye ka order tha ab kya karu",Courier Experience,Negative,High,70% Hindi / 30% English
CMP005842,"kindly  check, mujhe Surat se order kiya tha pickup slot aaya but rider ne cancel kar diya order no 553745 🤦 jaldi fix kro",Return Pickup,Negative,Critical,60% Hindi / 40% English
CMP005843,"sir, mujhe Ranchi se order kiya tha login ke time server error aa raha hai 😒 isko seriously lo!!",Account/Login,Negative,Medium,40% Hindi / 60% English
CMP005844,"offer page pe cashback dikhaya aur baad me gayab fir bhi chat support me sirf bot hi bot hai, koi live agent nahi order no 681468 plz expedite?",Cashback,Negative,Low,55% Hindi / 45% English
CMP005845,"plz help, mujhe Jaipur se order kiya tha fake assurance di ki original product hai still maine 2 baar complaint raise kiya but same canned reply mil rha h 199 rupaye ka order tha 💔 thanks but no thanks",Seller Complaint,Negative,High,60% Hindi / 40% English
CMP005846,"please  look into, mujhe Delhi se order kiya tha app very slow hai especially checkout pe fir bhi details me bola tha original quality, par aisa laga local copy h 1299 rupaye ka order tha 😭 plzz resolve this?",App Performance,Negative,High,30% Hindi / 70% English
CMP005847,"hello, mujhe Raipur se order kiya tha search results load hi nahi hote aur parcel ka status 48 ghante se same hai order no 432177 💔 need immediate help!!",App Bug,Negative,Critical,25% Hindi / 75% English
CMP005848,lag raha h koi scam type isssue hai kyunki payment bhi gaya aur order bhi nahi 😑 isko seriously lo,Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP005849,"plz  look into, mujhe Noida se order kiya tha size selected hamesha sold out bol deta h 😑 thanks but no thanks",Stock Issue,Negative,Medium,35% Hindi / 65% English
CMP005850,"plz  help, mujhe Ahmedabad se oder kiya tha accessories missing the, charger aur cable dono nahi mile plz expedite",Missing Item,Negative,Critical,65% Hindi / 35% English
CMP005851,"kindly check, mujhe Bhopal se order kiya tha wishlist me add to ho gaya but sync nahi hua aur delivery boy ne call bhi nahi kiya thanks but no thanks",Wishlist,Neutral,Medium,50% Hindi / 50% English
CMP005852,"urgent, email verify nahi ho raha but delivery boy ne call bhi nahi kiya hope you understaur",Account/Login,Negative,High,30% Hindi / 70% English
CMP005853,"please look into, app pe price alag tha aur checkout pe mehnga ho gaya fir bhi delivery boy ne call bhi nahi kiya 😭 plzz resolve this?",Price Mismatch,Negative,Medium,45% Hindi / 55% English
CMP005854,"kindly check, accessories missing the, charger aur cable dono nahi mile and maine 2 baar complaint raise kiya but same canned reply mil rha h isko seriously lo",Missing Item,Negative,Critical,65% Hindi / 35% English
CMP005855,"hello,  original product ka naam tha but duplicate nikla still parcel ka status 48 ghante se same hai need immediate help",Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP005856,"kindly check, mujhe Delhi se order kiya tha fake seller jaisa experience mila 499 rupaye ka order tha plz expedite",Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP005857,"team, mujhe Noida se order kiya tha lag raha h koi scam type issue hai kyunki payment bhi gaya aur order bhi nahi fir bhi app pe jo dikhaya gaya tha wo reality se match nahi karta 299 rupaye ka order tha waiting for reply!!",Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP005858,"team, combo pack me sirf half cheezein aayi but kisi ne update dene ki bhi zaruraat nahi samjhi 599 rupaye ka order tha 😒 hope you understand",Missing Item,Negative,High,65% Hindi / 35% English
CMP005859,"dear team, mujhe Gurgaon se order kiya tha exchange request me size change nahi ho raha aur maine 2 baar complaint raise kiya but same canned reply mil rha h isko seriously lo!",Exchange,Negative,Medium,55% Hindi / 45% English
CMP005860,"please look into, dispatch bahut late kiya aur update bhi nahi diya still maine 2 baar complaint raise kiya but same canned reply mil rha h 3499 rupaye ka order tha order no 122718 isko seriously lo!",Seller Complaint,Negative,Critical,50% Hindi / 50% English
CMP005861,"team, mujhe Raipur se order kiya tha exchange request me size change nahi ho raha lekin chat support me sirf bot hi bot hai, koi live agent nahi 2499 rupaye ka order tha tracking id TRK4718627 jaldi fix kro??",Exchange,Negative,High,55% Hindi / 45% English
CMP005862,"team, card charge hua but app me failed dikha rha h tab bhi app pe jo dikhaya gaya tha wo reality se match nahi karta tracking id TRK3412932 💔 isko seriously lo",Payment Issue,Negative,Critical,60% Hindi / 40% English
CMP005863,"hello, accessories missing the, charger aur cable dono nahi mile aur delivery boy ne call bhi nahi kiya tracking id TRK1731427 jaldi fix kro",Missing Item,Negative,High,65% Hindi / 35% English
CMP005864,"hello, mujhe Gurgaon se order kiya tha received item was cracked, packaging bhi weak thi fir bhi delivery boy ne call bhi nahi kiya order no 788858 plzz resolve this",Damaged Product,Negative,Critical,60% Hindi / 40% English
CMP005865,"madam, UPI se pay kiya tha, money gaya aur confirmation fail ho gaya lekin mera time aur paisa dono waste hua order no 468398 plz expedite?",Payment Issue,Negative,Critical,50% Hindi / 50% English
CMP005866,"yrr, mujhe Indore se order kiya tha account lock ho gaya bina reaason lekin delivery boy ne call bhi nahi kiya 2499 rupaye ka order tha order no 136367 ab kya karu!!",Account/Login,Negative,High,30% Hindi / 70% English
CMP005867,"urgent, mujhe Noida se order kiya tha filter apply karne ke baad bhi same products dikhte hain still kisi ne update dene ki bhi zarurat nahi samjhi 🙄 waiting for reply",Search/Filter,Negative,Low,40% Hindi / 60% English
CMP005868,"team, size XXL ke jagah galat size bhej diya order no 942081 😑 jaldi fix kro",Wrong Product,Negative,High,45% Hindi / 55% English
CMP005869,"yrr, return approve karne me itna time kyu lag rha h still chat support me sirf bot hi bot hai, koi live agent nahi tracking id TRK3728390 ab kya karu",Return,Negative,High,55% Hindi / 45% English
CMP005870,"bhai, estimated date baar baar badal raha hai order no 823149 jaldi fix kro?",Tracking Issue,Negative,Medium,50% Hindi / 50% English
CMP005871,"kindly  chheck, mujhe Gurgaon se order kiya tha MRP aur billed amount me difference hai tab bhi mera time aur paisa dono waste hua tracking id TRK7282357 😒 hope you understaur!",Price Mismatch,Negative,Medium,55% Hindi / 45% English
CMP005872,search results load hi nahi hote order no 429822 💔 plz expedite?,App Bug,Negative,Medium,25% Hindi / 75% English
CMP005873,"mujhe  Delhi se order kiya tha received item was cracked, packaging bhi weak thi 499 rupaye ka order tha 💔 plzz resolve this?",Damaged Product,Negative,High,50% Hindi / 50% English
CMP005874,"madam, mujhe Raipur se order kiya tha payment deduct ho gaya but order place hi nahi hua waiting for reply",Payment Issue,Negative,High,50% Hindi / 50% English
CMP005875,"plz help, password reset link expired bol rha h fir bhi kisi ne update dene ki bhi zarurat nahi samjhi order no 403352 😤 hope you understaur??",Account/Login,Negative,Medium,40% Hindi / 60% English
CMP005876,"dear team, discount show hua par final amount same raha and mera time aur paisa dono waste hua tracking id TRK8747395 jaldi fix kro?",Coupon Issue,Negative,Low,45% Hindi / 55% English
CMP005877,"plz help, mujhe Pune se order kiya tha discount show hua par final amount same raha and app pe jo dikhaya gaya tha wo reality se match nahi karta 999 rupaye ka order tha hope you understand??",Coupon Issue,Negative,Medium,45% Hindi / 55% English
CMP005878,"please  look into, same tracking number pe multiple parcels dikh rahe hain aur parcel ka status 48 ghante se same hai order no 394757 need immediate help!",Fraud/Scam,Negative,Critical,60% Hindi / 40% English
